id,date,lat,lon,concentration
1,2023-01-01 00:00,41.39216,2.009802,20.821172171495792
2,2023-01-01 00:00,41.11588,1.191975,64.18733299852278
3,2023-01-01 00:00,41.44398,2.237875,70.4435786990794
4,2023-01-01 00:00,41.32177,2.082141,20.75904287661259
5,2023-01-01 01:00,41.39216,2.009802,25.412004780484043
6,2023-01-01 01:00,41.11588,1.191975,74.20070091763863
7,2023-01-01 01:00,41.44398,2.237875,55.89880017046447
8,2023-01-01 01:00,41.32177,2.082141,19.285478086108018
9,2023-01-01 02:00,41.39216,2.009802,23.393146077336237
10,2023-01-01 02:00,41.11588,1.191975,69.43440869150547
11,2023-01-01 02:00,41.44398,2.237875,49.29273658011529
12,2023-01-01 02:00,41.32177,2.082141,19.59314399789876
13,2023-01-01 03:00,41.39216,2.009802,19.66559912224101
14,2023-01-01 03:00,41.11588,1.191975,66.21308842506045
15,2023-01-01 03:00,41.44398,2.237875,35.67007092600658
16,2023-01-01 03:00,41.32177,2.082141,23.681766658785946
17,2023-01-01 04:00,41.39216,2.009802,19.728763253499324
18,2023-01-01 04:00,41.11588,1.191975,66.42210515997236
19,2023-01-01 04:00,41.44398,2.237875,46.10916938574489
20,2023-01-01 04:00,41.32177,2.082141,24.581679271760027
21,2023-01-01 05:00,41.39216,2.009802,21.739348372925118
22,2023-01-01 05:00,41.11588,1.191975,57.027614245147106
23,2023-01-01 05:00,41.44398,2.237875,62.035847037504944
24,2023-01-01 05:00,41.32177,2.082141,31.038032854744706
25,2023-01-01 06:00,41.39216,2.009802,25.9110728208613
26,2023-01-01 06:00,41.11588,1.191975,49.930364097481124
27,2023-01-01 06:00,41.44398,2.237875,82.48762898091319
28,2023-01-01 06:00,41.32177,2.082141,38.16960102259073
29,2023-01-01 07:00,41.39216,2.009802,27.006340191034646
30,2023-01-01 07:00,41.11588,1.191975,38.60007340144667
31,2023-01-01 07:00,41.44398,2.237875,91.65639841717596
32,2023-01-01 07:00,41.32177,2.082141,41.78284337790539
33,2023-01-01 08:00,41.39216,2.009802,27.533341212149963
34,2023-01-01 08:00,41.11588,1.191975,36.86189285603762
35,2023-01-01 08:00,41.44398,2.237875,76.74420751358885
36,2023-01-01 08:00,41.32177,2.082141,50.36883467282083
37,2023-01-01 09:00,41.39216,2.009802,26.753713321583273
38,2023-01-01 09:00,41.11588,1.191975,31.104964696519996
39,2023-01-01 09:00,41.44398,2.237875,77.92939302858986
40,2023-01-01 09:00,41.32177,2.082141,64.20083003613381
41,2023-01-01 10:00,41.39216,2.009802,24.35861827092186
42,2023-01-01 10:00,41.11588,1.191975,30.723479431234736
43,2023-01-01 10:00,41.44398,2.237875,63.268514063400886
44,2023-01-01 10:00,41.32177,2.082141,34.62449447486641
45,2023-01-01 11:00,41.39216,2.009802,17.480531377463358
46,2023-01-01 11:00,41.11588,1.191975,26.84004645856419
47,2023-01-01 11:00,41.44398,2.237875,51.3476530496341
48,2023-01-01 11:00,41.32177,2.082141,18.983091099594297
49,2023-01-01 12:00,41.39216,2.009802,13.286043715222299
50,2023-01-01 12:00,41.11588,1.191975,32.41919433535342
51,2023-01-01 12:00,41.44398,2.237875,40.49236461296761
52,2023-01-01 12:00,41.32177,2.082141,14.73462914465973
53,2023-01-01 13:00,41.39216,2.009802,14.984209064603855
54,2023-01-01 13:00,41.11588,1.191975,38.67037321656863
55,2023-01-01 13:00,41.44398,2.237875,44.173664744798955
56,2023-01-01 13:00,41.32177,2.082141,16.790993903988884
57,2023-01-01 14:00,41.39216,2.009802,17.55776097327661
58,2023-01-01 14:00,41.11588,1.191975,45.15672406126945
59,2023-01-01 14:00,41.44398,2.237875,42.838175945110805
60,2023-01-01 14:00,41.32177,2.082141,25.47530861372431
61,2023-01-01 15:00,41.39216,2.009802,26.889078227266648
62,2023-01-01 15:00,41.11588,1.191975,59.49090176844879
63,2023-01-01 15:00,41.44398,2.237875,58.41831412666275
64,2023-01-01 15:00,41.32177,2.082141,38.60839721993272
65,2023-01-01 16:00,41.39216,2.009802,44.83594478846178
66,2023-01-01 16:00,41.11588,1.191975,71.47023543775576
67,2023-01-01 16:00,41.44398,2.237875,85.94242432319325
68,2023-01-01 16:00,41.32177,2.082141,61.4777138934567
69,2023-01-01 17:00,41.39216,2.009802,49.3455925207743
70,2023-01-01 17:00,41.11588,1.191975,53.98861556479783
71,2023-01-01 17:00,41.44398,2.237875,98.7261143841314
72,2023-01-01 17:00,41.32177,2.082141,84.00442616092047
73,2023-01-01 18:00,41.39216,2.009802,47.71678529470658
74,2023-01-01 18:00,41.11588,1.191975,45.617296133672575
75,2023-01-01 18:00,41.44398,2.237875,114.42713924429897
76,2023-01-01 18:00,41.32177,2.082141,88.04264900180631
77,2023-01-01 19:00,41.39216,2.009802,37.51165977718184
78,2023-01-01 19:00,41.11588,1.191975,54.03647923379701
79,2023-01-01 19:00,41.44398,2.237875,109.82308579200183
80,2023-01-01 19:00,41.32177,2.082141,90.47255957905112
81,2023-01-01 20:00,41.39216,2.009802,37.52924954849697
82,2023-01-01 20:00,41.11588,1.191975,57.74470396535804
83,2023-01-01 20:00,41.44398,2.237875,105.72330563316937
84,2023-01-01 20:00,41.32177,2.082141,84.09803475555971
85,2023-01-01 21:00,41.39216,2.009802,45.28898579921478
86,2023-01-01 21:00,41.11588,1.191975,46.83108818587002
87,2023-01-01 21:00,41.44398,2.237875,99.43417234478905
88,2023-01-01 21:00,41.32177,2.082141,89.80295880934071
89,2023-01-01 22:00,41.39216,2.009802,53.04917437400684
90,2023-01-01 22:00,41.11588,1.191975,45.91595574064372
91,2023-01-01 22:00,41.44398,2.237875,101.02821135681555
92,2023-01-01 22:00,41.32177,2.082141,84.36412791481962
93,2023-01-01 23:00,41.39216,2.009802,47.064767715434755
94,2023-01-01 23:00,41.11588,1.191975,47.380986035023675
95,2023-01-01 23:00,41.44398,2.237875,92.73743488334239
96,2023-01-01 23:00,41.32177,2.082141,96.5167526432697
97,2023-01-02 00:00,41.39216,2.009802,22.06803780935802
98,2023-01-02 00:00,41.11588,1.191975,63.73647758813942
99,2023-01-02 00:00,41.44398,2.237875,77.16894742714288
100,2023-01-02 00:00,41.32177,2.082141,22.166968680371582
101,2023-01-02 01:00,41.39216,2.009802,23.711825533060598
